編號,成立核准文號,成立核准日期,管理委員會,建築物地址,棟數,地上層數,地下層數,使用執照
2297,'1100839236,110/07/12,開元寶公寓大廈,北區北園街6號,1,19,2,(085)南工使字第01881號
2298,'1100848913,110/07/14,未來市社區,善化區蓮潭南街68巷2號,30,5,,(099)南縣使字第01087號
2299,'1100853331,110/07/14,明大微風公園社區,新市區信義街22巷22號,76,4,,(102)南工使字第00259號
2300,'1100834567,110/07/14,永安一方大廈,永康區永安一街56巷3號7樓之1,3,12,2,(107)南工使字第00075號
2301,'1100853344,110/07/15,峰時代管理委員會,仁德區文華路三段419號,1,12,3,(107)南工使字第03018號
2302,'1100867364,110/07/19,大雍大樓,永康區龍埔街139巷6號4樓之2,1,8,1,(084)南工使字第02425號
2303,'1100793366,110/07/19,敦煌一日間社區,安平區永華十二街108號,10,4,,(108)南工使字第00739號
2304,'1100878240,110/07/21,光合院管理負責人,官田區仁愛街91巷10號,12,3,,(109)南工使字第02771號
2305,'1100861263,110/07/22,伯納伯森社區,安平區慶平路507號,2,22,3,(084)南工使字第01092號
2306,'1100885987,110/07/22,賺錢A計劃公寓大廈,中西區健康路一段396號,1,13,3,(085)南工使字第01443號
2307,'1100875746,110/07/22,康舟里澤大樓管理委員會,安平區健康路三段138號12樓之1,1,20,3,(104)南工使字第03806號
2308,'1100881113,110/07/22,舜之觀大樓,東區裕文一街88號14樓,3,14,2,(105)南工使字第03255號
2309,'1100879152,110/07/23,台南花鄉大樓,南區大林路107號10樓之1,2,10,1,(083)南工使字第01451號
2310,'1100888797,110/07/23,吉品院社區,學甲區民權路168-8號,18,4,,(107)南工使字第02661號
2311,'1100888798,110/07/27,文化通商公寓大廈,中西區府前路一段283號6F2室,1,12,1,(071)南工字第00753-61號
2312,'1100884113,110/07/27,普林士堡社區,北區臨安路二段143巷90弄28號,28,4,1,(088)南工使字第00757號共29筆使照
2313,'1100912099,110/07/28,頂好家庭公寓大廈,永康區大同街773號4樓2,1,12,1,(082)南工使字第03042號
2314,'1100907617,110/07/28,綠格安興,永康區立興街112號4F-2,1,5,,(108)南工使字第03242號
2315,'1100844043,110/07/29,京華世家,安平區健康三街592巷29號,1,6,1,(082)南工字第00207號
2316,'1100858084,110/07/29,荷蘭首府公寓大廈,安平區育平五街70號,1,27,3,(085)南工使字第00340號
2317,'1100908401,110/07/29,天立方大樓,東區裕孝三街22號2樓,1,7,1,(106)南工使字第03035號
2318,'1100921140,110/07/30,五妃名人公寓大廈,中西區五妃街258號7F16,5,8,2,(093)南工使字第02155號
2319,'1100885986,110/08/02,台南珍珠A棟大樓,東區中華東路二段73巷7-1號6樓,1,6,1,(080)南工字第01084-44號
2320,'1100858085,110/08/02,大聖皇宮大樓,東區慶東街137號1F,3,16,3,(082)南工使字第02973號共2筆使照
2321,'1100930139,110/08/02,西港永康管理負責人,永康區仁愛街391號,1,4,1,(109)南工使字第03431號
2322,'1100930081,110/08/02,慶洲新市管理負責人,新市區中華路19-3號,3,2,,(109)南工使字第00414號
2323,'1100930113,110/08/02,慶洲台南管理負責人,新市區民生路62號,7,1,,(108)南工使字第03635號共3筆使照
2324,'1100866711,110/08/02,松間照社區,東區文化一街153巷8號,18,5,0,(095)南工使字第02010號共7筆使照
2325,'1100930201,110/08/02,春禹三十三謙公寓大廈,新營區金華路二段159號9樓之2,1,9,1,(107)南工使字第02224號
2326,'1100930676,110/08/02,植村NY,善化區陽光大道591號17樓之3,5,22,3,(108)南工使字第03891號
2327,'1100940904,110/08/04,安南大鎮,安南區同安路225巷35號,1,9,1,(084)南工使字第02688號
2328,'1100844065,110/08/05,明園大樓,東區東門路三段101號,1,12,2,(084)南工使字第00624號
2329,'1100939487,110/08/05,雅築社區公寓大廈,永康區永平街298巷6-17號,1,9,1,(085)南工使字第01360號
2330,'1100946462,110/08/05,力漢戀家二十期社區,安南區安興街624巷76弄5號,12,4,,(110)南工使字第00331號
2331,'1100946467,110/08/05,十九街公寓大廈,東區崇德十九街107號2樓-2,2,8,2,(089)南工使字第00909號
2332,'1100888788,110/08/05,MY  ISLAND 公寓大廈管理委員會,安平區育平七街123號7樓之1,1,15,3,(102)南工使字第04388號
2333,'1100940903,110/08/09,香榭DC大樓,歸仁區中正北路一段300號6F-1,19,10,1,(109)南工使字第01025號
2334,'1100959733,110/08/10,富茂雅築公寓華廈,善化區自立路96號5F3,1,7,1,(109)南工使字第04127號
2335,'1100960527,110/08/10,太子世紀莊園BC棟社區,北區育德二路186巷28號,40,4,0,(092)南工使字第01863號
2336,'1100965997,110/08/11,千利修大樓,中西區西華南街35號15樓之1,2,15,3,(097)南工使字第01031號
2337,'1100965966,110/08/11,植村墅三期社區,善化區陽光三路90巷5號,20,4,,(100)南工使字第00327號
2338,'1100972605,110/08/11,(馬尺)前千利修大樓管理委員,中西區中西區衛民街99、101號,4,15,4,(106)南工使字第02645號
2339,'1100960502,110/08/12,綠野仙境公寓,東區裕學路79號4樓,1,7,,(080)南工字第01094-39號
2340,'1100986023,110/08/12,歡喜樓公寓大廈,安平區建平五街184巷8號4樓之18,1,6,2,(084)南工使字第01573號
2341,'1100978775,110/08/12,大聖名人巷社區,東區勝利路20號之23,21,4,1,(088)南工使字第01054號
2342,'1100959763,110/08/12,石上清泉社區,東區東安路251巷20號,3,5,0,(093)南工使字第00006號
2343,'1100982369,110/08/13,南紡森林故鄉B區社區,安南區惠安街24巷12號7樓,5,10,,(083)南工使字第01408號
2344,'1100988895,110/08/13,安中小時光7社區,安南區本原街三段134巷19弄36號5樓之5,1,5,,(110)南工使字第00435號
2345,'1100914408,110/08/13,鄉景敦品公寓大廈,善化區小新里小新營102-13號6F-3,2,6,,(109)南工使字第03516號
2346,'1100990777,110/08/16,名築NO.5社區管理負責人,安南區安通三街65巷12號,5,4,,(110)南工使字第00615號
2347,'1100978777,110/08/18,金碧輝煌大樓,永康區勝利街1巷50號,1,14,2,(083)南工使字第04225號
2348,'1101005125,110/08/18,LiHo3大樓,安定區中榮里許中營90-26號6樓-6,1,9,1,(110)南工使字第00599號
2349,'1100989738,110/08/18,富琚育安社區,安南區台江大道一段781巷16號,11,4,,(109)南工使字第03694號
2350,'1100978774,110/08/18,家賀公寓大廈,仁德區民安路二段166巷26號4F-6,1,5,,(108)南工使字第04009號
2351,'1101013158,110/08/19,拾得NO.2社區,安南區長和二段12巷323弄20號,27,4,,(109)南工使字第02868號
2352,'1100903301,110/08/19,煙波PARK管理委員會,東區東門路三段266巷1號12樓,1,12,2,(107)南工使字第03422號
2353,'1101009381,110/08/19,i時尚公寓大廈,永康區中灣一街11號,1,5,0,(108)南工使字第00227號
2354,'1101017666,110/08/20,富族第一家,永康區永大五路105號,1,14,1,(083)南工使字第01227號
2355,'1101014958,110/08/20,森慕庭社區,南區田寮里西門路一段333巷31弄68號2樓之1等,1,5,,(110)南工使字第00417號
2356,'1101020906,110/08/20,世中心2B棟社區,南區國民路165巷7弄13號,10,4,,(108)南工使字第03174號
2357,'1101025774,110/08/24,世紀雙星公寓大廈,東區凱旋路31號3樓4,1,10,1,(078)南工字第01018-17號
2358,'1101016025,110/08/24,龍的天下,永康區新行街131號,2,16,2,(082)南工使字第04891號
2359,'1101009088,110/08/24,御品天廈公寓大廈,安平區建平十七街43號11F-3,1,17,3,(083)南工使字第02833號
2360,'1101015696,110/08/24,名陽菁翠大樓,東區中華東路203巷19弄39號4樓,1,9,2,(086)南工使字第00116號
2361,'1100960503,110/08/24,文化新城第三期住戶,東區中華東路三段399巷16弄85號,1,5,0,(086)南工使字第01157號共24筆使照
2362,'1101026783,110/08/24,創富8期管理負責人,新市區富中街640-13號,13,4,,(110)南工使字第00270號
2363,'1100994274,110/08/24,陽光城-H社區管理負責人,歸仁區七甲街36巷55弄71號,11,4,,(109)南工使字第01141號
2364,'1100996461,110/08/24,森慕光社區,北區北華里19鄰公園南路159巷2號10樓之2,1,11,1,(109)南工使字第03627號
2365,'1101024742,110/08/24,東門湛社區,東區東門路三段179巷42弄7號,24,4,,(110)南工使字第00684號
2366,'1101026785,110/08/24,呈豐日日五期社區,善化區永福路150號3F-2,4,5,0,(106)南工使字第01804號
2367,'1100928286,110/08/24,鼎大,永康區南灣街57號5F-9,1,5,,(108)南工使字第00867號
2368,'1101031081,110/08/25,公爵大亨管理委員會,安平區建平七街232號,1,6,1,(083)南工使字第02373號
2369,'1101002518,110/08/25,夢享家大樓,東區仁和路95-10之1號4樓,1,5,,(109)南工使字第02370號
2370,'1101037763,110/08/25,安寶產後護理之家管理負責人,北區長榮路四段170號,1,11,3,(109)南工使字第03406號
2371,'1100995322,110/08/25,富立時尚,東區莊敬路282號,30,5,0,(090)南工使字第01045號共24筆使照
2372,'1101031176,110/08/25,文成一方大廈管理委員會,北區文成一路206號3樓3,1,12,2,(102)南工使字第04203號
2373,'1101024754,110/08/26,統一天廈,永康區大橋二街190號,1,13,2,(082)南工使字第07597號共2筆使照
2374,'1101039894,110/08/26,棕櫚泉一期,永康區復華八街51巷34號5樓之2,4,10,3,(085)南工使字第01142號
2375,'1101024776,110/08/26,台南市新興高層三標公寓大廈,南區新建路24巷2號7樓-1,2,16,2,(085)南工使字第01306號
2376,'1100996088,110/08/26,國立陽明交通大學台南分部致遠樓,歸仁區歸仁十三路160號5樓之7,1,5,,(109)南工使字第02791號
2377,'1101032287,110/08/26,吾映良品11社區管理負責人,麻豆區寮子廓2-71號,18,4,,(108)南工使字第03378號
2378,'1101025775,110/08/26,居閑二社區,歸仁區大通一街98號,2,3,,(109)南工使字第00231號
2379,'1101045911,110/08/27,天扶富貴管理委員會,佳里區長安街78之2號10樓之1,1,12,1,(083)南工使字第00691號
2380,'1101042561,110/08/27,億隆滿築,永康區中山東路350巷7號,1,7,1,(084)南工使字第00100號
2381,'1101042789,110/08/27,如意大廈,新營區新進路69-2號8F,1,10,1,(087)南工局使字第01831號
2382,'1101035959,110/08/30,南科大師,善化區益民寮9號12樓之2,4,12,2,(109)南工使字第03258號
2383,'1101035960,110/08/30,邰欣地堡58期,新市區富安路655號9樓之6,1,10,1,(110)南工使字第00388號
2384,'1101044396,110/08/30,太子世紀莊園DE棟社區,北區育德二路182巷27號,36,4,0,(092)南工使字第01860號
2385,'1101032286,110/08/30,吾映良品九期社區,善化區溪尾35號2樓之3,1,6,,(108)南工使字第02039號
2386,'1101032270,110/08/31,億載金城社區,東區大同路二段97巷1號,3,16,4,(083)南工使字第03466號
2387,'1101059803,110/08/31,天慕社區,安南區永續三街86號1樓之2,1,14,3,(109)南工使字第00159號
2388,'1101062946,110/09/01,新營京都公寓大廈,新營區建業路78巷21號12F-1,2,12,1,(083)南工使字第00618號
2389,'1101069378,110/09/01,椰風名廈大樓,永康區復華一街67號,1,10,1,(085)南工使字第01009號
2390,'1101059799,110/09/01,大塊先生十五管理負責人,仁德區保生東路198-1號,6,5,,(108)南工使字第00562號
2391,'1101059802,110/09/01,人間清境社區,安南區鹽田路32號,143,5,0,(093)南工使字第02331號共12筆使照
2392,'1101062399,110/09/01,誠美樸真社區,中西區五妃街8號3樓之2,4,14,2,(108)南工使字第00273號
2393,'1101068742,110/09/02,仁發館前首富社區管理委員會,安南區長和路一段559巷15號,73,4,0,(101)南工使字第04166號
2394,'1101072055,110/09/02,善化區玥瓏居社區,善化區益民寮8-22號,23,3,0,(103)南工使字第04382號
2395,'1101072823,110/09/02,知音悅大樓,中西區中華西路2段651號,1,24,5,(105)南工使字第02979號
2396,'1101067769,110/09/03,第一銀行北門大樓管理負責人,中西區北門路一段101號,1,11,2,(085)南工使字第01486號
2397,'1101069395,110/09/03,幸福成家,善化區茄拔1-50號4F-3,1,7,,(109)南工使字第04378號
2398,'1101074361,110/09/03,尚讚6,安南區溪心街65巷2弄12號,15,3,,(110)南工使字第00426號
2399,'1101061636,110/09/03,天悅,仁德區德南路168巷2號,1,8,2,(108)南工使字第00394號
2400,'1101088129,110/09/06,台南市南門路公務人員住宅,中西區南門路97巷2號,1,5,1,(083)南工使字第02521號
2401,'1101080943,110/09/07,天第大樓公寓大廈,安平區建平三街65巷27號7F-8,1,8,1,(082)南工使字第03913號
2402,'1101068744,110/09/07,台南奇蹟大樓,東區自由路三段229號5F-3,1,10,2,(083)南工使字第02929號
2403,'1101006592,110/09/07,建築家安全7.0,安平區育平九街99號10樓之1,1,11,2,(109)南工使字第04079號
2404,'1101049062,110/09/07,光世代社區,歸仁區大廟一街28巷21弄28號6F8,1,7,,(109)南工使字第04455號
2405,'1101054984,110/09/07,GREEN LIFE C區,南區水交社路7號5F,2,12,3,(110)南工使字第00350號
2406,'1101068743,110/09/07,家安康橋社區,東區裕忠一街65號之8,20,4,0,(093)南工使字第00962號
2407,'1101080938,110/09/07,夢時代社區,中西區湖美二街106巷53號,21,5,0,(097)南工使字第00679號
2408,'1101067770,110/09/07,第一銀行麻豆大樓管理負責人,麻豆區興中路12號,1,4,1,(099)南縣使字第00546號
2409,'1101019359,110/09/07,上品硯社區管理委員會,東區中華東路二段226巷27弄5號,2,18,3,(102)南工使字第02717號
2410,'1101073519,110/09/07,富世通大樓,永康區復國路87巷21號4F7,164,9,2,(107)南工使字第00677號共2筆使照
2411,'1101074330,110/09/08,世界公園管理委員會,南區興昌路69號1樓,4,14,4,(105)南工使字第00661號
2412,'1101093049,110/09/10,微風庭園大樓,東區中華東路二段133巷70弄2-1號2樓,1,8,1,(083)南工使字第02882號
2413,'1101024807,110/09/10,力漢念真情公寓大廈,安平區育平路166號3F-14,2,13,2,(088)南工使字第00086號
2414,'1101062400,110/09/10,荷蘭家鄉三期公寓大廈,安平區健康三街12巷11號-19,1,14,1,(089)南工使字第00748號
2415,'1101094256,110/09/10,黃金印象社區,東區裕孝路47之6號,2,5,0,(090)南工使字第00161號
2416,'1101054985,110/09/10,禾雅內社區管理委員會,仁德區成功里48鄰文賢路1段222號等,66,4,0,(103)南工使字第01817號
2417,'1101094257,110/09/10,領袖特區,安平區永華路二段800號5F,1,29,4,(107)南工使字第00233號
2418,'1101038067,110/09/10,雙璽特區,安平區永華六街279巷18號-2,26,4,1,
2419,'1101091631,110/09/11,台糖沙崙智慧綠能循環住宅園區管理負責人,歸仁區沙崙里4鄰歸仁九路15-1號,4,8,1,(110)南工使字第02219號
2420,'1101108339,110/09/13,力璞寓社區,佳里區佳南路225巷12弄3號5F-3,1,5,,(110)南工使字第01804號
2421,'1101078830,110/09/13,三發?世界,永康區東橋七路363號5F-1,5,18,3,(107)南工使字第03917號
2422,'1101099222,110/09/14,名特利格金記天廈,中西區西門路一段662號,1,11,1,(079)南工字第01073-62號
2423,'1101125525,110/09/14,荷蘭公園公寓大廈,南區建南路301號等,1,8,1,(081)南工字第01053號
2424,'1101100794,110/09/14,森林故鄉A區社區,安南區郡安路四段76號等,9,11,2,(083)南工使字第02035號
2425,'1101110994,110/09/14,狀元學府B棟,安南區海中街798巷6號,13,4,0,(087)南工使字第01201號
2426,'1101118721,110/09/14,鄉景逸品,善化區小新里4鄰小新營107-7號2樓之8等,1,6,,(110)南工使字第02604號
2427,'1101118704,110/09/14,遠雄新源邸,北區海安路三段810號15樓之2,2,24,4,(109)南工使字第00310號
2428,'1101125635,110/09/15,歐香社區住宅委員會,永康區中山南路490巷2弄6號,1,10,1,(080)南工使字第02022號
2429,'1101118701,110/09/15,狀元福邸,東區東和路51號6樓,1,8,2,(081)南工使字第00214號
2430,'1101106302,110/09/15,好富新境公寓大廈,東區東門路三段308巷266號,1,14,2,(086)南工使字第01259號
2431,'1101049823,110/09/15,花與綠社區甲A區甲B區,東區裕信路437號,1,10,1,(088)南工使字第00316號
2432,'1101020185,110/09/15,陽光歌德大廈,安平區建平八街76號,1,14,3,(088)南工使字第00753號
2433,'1101106955,110/09/15,富立真邦社區,東區崇賢三路2號等,4,15,2,(107)南工使字第03844號
2434,'1101137893,110/09/16,中華雅築,永康區南工街247巷6弄9號1樓,1,5,1,(082)南工使字第00311號
2435,'1101145287,110/09/22,雅泰晶華二期公寓大廈,永康區竹園一街55號2樓1,1,8,1,(089)南工局使字第00161號
2436,'1101066532,110/09/23,文化生活家管理委員會,東區崇明四街28號等,2,9,1,(083)南工使字第00608號
2437,'1101106954,110/09/23,台南市新興高層國宅第五標,南區新建路37巷2號,1,16,2,(084)南工使字第02892號
2438,'1101152034,110/09/23,青春嶺大廈,歸仁區中正北路一段390號等,1,13,1,(088)南工局使字第00408號
2439,'1101142581,110/09/23,皇普文苑,東區大同里14鄰大同路一段227號等,5,15,3,(110)南工使字第00351號
2440,'1101130711,110/09/23,桂花鄉大樓,北區開元路485巷41弄8號等,2,14,1,(089)南工使字第01008號
2441,'1101141814,110/09/23,林森綠園AEF社區,東區林森路一段56巷2號等,46,5,0,(094)南工使字第01109號共11筆使照
2442,'1101141877,110/09/23,瑜舍大樓管理委員會,安平區慶平路386號4F-3,1,14,3,(101)南工使字第03434號共2筆使照
2443,'1101152925,110/09/23,富水驛二期社區,東區裕信六街28號等,12,4,,(103)南工使字第01172號
2444,'1101155018,110/09/23,凡人居NO.7管理委員會,東區裕信六街122號等,22,4,,(103)南工使字第03672號
2445,'1101148529,110/09/23,大傳貳社區,北區公園南路233巷8號2樓之1等,1,9,1,(104)南工使字第00337號
2446,'1101106956,110/09/23,上閑悅大樓管理委員會,安平區永華路二段377號等,4,19,4,(104)南工使字第03732號
2447,'1101141813,110/09/23,曉確幸公寓大廈,仁德區長興路32號2F-5等,2,12,1,(104)南工使字第05301號
2448,'1101158146,110/09/24,健康世家公寓大廈,新營區健康路95號13F,1,14,3,(085)南工使字第01845號
2449,'1101152055,110/09/24,台南市大林新城社區,南區大同路二段150號,11,13,1,(088)南工使字第00995號
2450,'1101174442,110/09/27,安之邑五期B區管理負責人,安南區長安里1鄰鎮安二街20號等,4,4,,(109)南工使字第04133號
2451,'1101170802,110/09/27,摩登公寓大廈,永康區南工街351巷60號,8,11,2,(090)南工使字第00030號
2452,'1101142570,110/09/27,凌波揚社區,中西區華平路982號3樓等,1,24,4,(106)南工使字第02235號
2453,'1101177718,110/09/28,巨星大樓,永康區中華路144號,1,8,2,(078)南工使字第03319號
2454,'1101129984,110/09/28,百利通商大樓,東區東門路三段253號,2,14,1,(079)南工字第01060-71號
2455,'1101167896,110/09/28,鶼鰈情管理委員會,東區崇信街100至136號,1,11,1,(081)南工使字第01292號
2456,'1101148542,110/09/28,敦凰社區,南區永成路三段461巷21弄12號等,39,4,0,(095)南工使字第02057號共3筆使照
2457,'1101165465,110/09/28,ALL IN ONE公寓大廈,東區長榮路一段85號,3,15,3,(100)南工使字第01905號
2458,'1101141850,110/09/28,田雅內社區,仁德區文賢路1段205號等,37,4,,(101)南工使字第04167號
2459,'1101167897,110/09/28,富立和築大樓管理委員會,東區崇賢三路46號等,5,15,2,(106)南工使字第03213號
2460,'1101172293,110/09/28,大群鄉園福利,永康區龍埔街550號2樓之1,1,8,1,(842)南工局使字第02938號
2461,'1101146041,110/09/29,何必館公寓大廈,南區竹溪街66號等24戶,1,9,2,(091)南工使字第01058號
2462,'1101161395,110/09/29,太子時尚清泉社區,北區北安路一段210號等,1,4,1,(096)南工使字第00586號
2463,'1101186785,110/09/30,唐邦大樓公寓大廈,安平區育平八街32號,1,7,1,(082)南工使字第03090號
2464,'1101178824,110/10/01,白京京站C區管理負責人,永康區復國里21鄰復華六街67巷26號,2,5,1,(105)南工使字第00353號
2465,'1101178825,110/10/01,白京京站A區社區,永康區復國里21鄰復華六街67巷12號6F1,8,6,1,(105)南工使字第02113號
2466,'1101191452,110/10/01,南科名門大樓,善化區西拉雅大道408號7F之10,2,11,2,(105)南工使字第03071號
2467,'1101192753,110/10/01,小王子2社區管理委員會,安南區義吉街118巷18號等,2,5,,(107)南工使字第03644號
2468,'1101189846,110/10/04,旺家園五社區,官田區二鎮里二鎮75-639號等,10,3,,(110)南工使字第00311號
2469,'1101199684,110/10/05,翡翠森林紫微區一期管理委員會,安南區環館路368巷30號等,93,4,,(104)南工使字第04634號
2470,'1101193935,110/10/06,佳糖新城,佳里區延平路577巷16弄21號,7,5,,(086)南工使字第00181號
2471,'1101186769,110/10/06,成功凱悅公寓大廈,北區北華街180號-2,1,6,1,(087)南工使字第00889號
2472,'1101167898,110/10/06,松久居住戶,北區公園路321巷16、18、20、22號,1,5,1,(081)南工字第00018號
2473,'1101213893,110/10/06,安建築社區,仁德區德善一街27巷28號2樓之2等,1,5,,(110)南工使字第00781號
2474,'1101208116,110/10/06,安儷城堡管理委員會,安定區安加里245-21號,3,5,0,(095)南縣使字第03353號共2筆使照
2475,'1101208117,110/10/06,植村墅六期社區,善化區陽光北一路156巷3號,32,4,0,(101)南工使字第01297號
2476,'1101192072,110/10/06,iLife大樓,北區林森路三段268號等,2,26,3,(104)南工使字第00770號
2477,'1101213890,110/10/06,遇見幸福社區,安南區佃西路56號2F-1等,3,5,,(108)南工使字第03091號
2478,'1101213891,110/10/07,吉寶市大樓社區,東區仁東街54號等,1,9,2,(084)南工使字第01939號
2479,'1101198727,110/10/07,荷蘭家鄉II公寓大廈,東區德東街235巷21號,1,7,1,(087)南工使字第00062號
2480,'1101215105,110/10/07,祥閣Ⅱ管理負責人,永康區大灣路240巷5弄1號等,4,4,,(109)南工使字第00860號
2481,'1101215111,110/10/07,新化信義（又又）星,新化區豊榮里10鄰信義街484巷15號等24戶,2,7,,(082)南工局使字第04387號
2482,'1101213892,110/10/07,文化新世紀公寓大廈,東區中華東路三段399巷5號,1,20,3,(089)南工使字第01039號
2483,'1101152024,110/10/07,太子文化會館社區,東區文化路27號等,2,14,2,(098)南工使字第00091號
2484,'1101192071,110/10/07,博悅社區,安平區永華路二段503號等,2,23,4,(107)南工使字第00393號
2485,'1101204564,110/10/07,煙波四季管理委員會,東區和平里5鄰東門路三段266巷23號等,2,13,2,(107)南工使字第00835號
2486,'1101185591,110/10/07,白京松下,東區東成街68號2F-1,2,14,2,(107)南工使字第02987號共2筆使照
2487,'1101184246,110/10/12,忠財天廈一期,佳里區新生路441巷29號,1,12,1,(083)南工使字第01938號
2488,'1101230991,110/10/12,統穩返鄉公寓大廈,永康區中山北路124號,1,19,2,(083)南工使字第03094號
2489,'1101228663,110/10/12,森景澤,仁德區保生東路70號2樓之1等,2,14,2,(109)南工使字第00520號
2490,'1101242667,110/10/13,綠意華廈,永康區國華街102巷97號,1,12,1,(083)南工局使字第04362號
2491,'1101243289,110/10/13,如意江山豪景特區大樓,永康區龍潭里永平街290-10號,1,8,1,(083)南工使字第05125號
2492,'1101220385,110/10/14,大隆新世紀第二期A區,北區育德二路809巷32弄1~3、5~8、10號等8戶,2,4,0,(091)南工使字第01177號
2493,'1101228629,110/10/14,登豐世家,安南區海佃路一段158巷122弄2號等,26,4,0,(098)南工使字第00228號
2494,'1101239421,110/10/14,太子文元會館社區,北區海安路三段902號等,6,14,2,(099)南工使字第00300號
2495,'1101240609,110/10/14,成大城社區管理委員會,北區開元路501號等,7,24,5,(104)南工使字第04925號
2496,'1101247620,110/10/15,延平金鑽,新營區延平路40-1號8F-1,1,9,0,(083)南工局使字第03714號
2497,'1101240596,110/10/15,凡爾賽宮,永康區復華三街90巷18號14F之1,1,17,2,(083)南工使字第04841號
2498,'1101250017,110/10/15,真祥家2社區,善化區和平路270巷2號等,27,5,,(109)南工使字第04162號
2499,'1101256400,110/10/15,聽河院2社區,新化區東榮里信義路113巷27弄22號2樓之1等,1,6,,(110)南工使字第01934號
2500,'1101198789,110/10/15,光禾,南區鹽埕路9巷1號等,1,11,3,(109)南工使字第00465號
2501,'1101237420,110/10/18,威鎮天廈,安南區公學路四段122巷79號,1,9,1,(085)南工使字第01483號
2502,'1101247225,110/10/18,力漢戀家十二期社區管理委員會,安南區府安路五段98巷56弄236號等,85,4,,(107)南工使字第00026號
2503,'1101258983,110/10/18,安中小時光5社區,安南區安中路三段439巷5號2樓之1等,1,5,,(108)南工使字第01104號
2504,'1101246140,110/10/19,荷蘭龍邸公寓大廈管理委員會,東區莊敬路219巷15、17號等,1,7,1,(082)南工字第00306號
2505,'1101227040,110/10/19,澄品觀邸大樓管理委員會,東區長榮路一段1號等,6,14,3,(099)南工使字第01261號
2506,'1101234453,110/10/19,樂高一期社區管理委員會,東區德昌路98號2F之1等,1,7,1,(107)南工使字第02659號
2507,'1101239389,110/10/19,山川真美大樓,東區德昌路162號等,3,13,2,(108)南工使字第00464號
2508,'1101271637,110/10/20,明華園公寓大廈,中西區西和路112號等,2,14,2,(088)南工使字第00246號
2509,'1101270878,110/10/20,LiHo二期,安定區港口里港口85-2號,1,6,0,(107)南工使字第03135號
2510,'1101280343,110/10/21,皇家春地,南區夏林路105號,1,11,2,(085)南工使字第01167號
2511,'1101252546,110/10/21,狀元吉第大廈,東區東寧路西段27號,2,15,3,(086)南工使字第00888號
2512,'1101239404,110/10/21,東方巨人公寓大廈,東區長榮路一段183號,3,25,5,(086)南工使字第00971號共2筆使照
2513,'1101234440,110/10/21,水悅灣社區,安平區國平里33鄰國平西路31號等,1,24,4,(107)南工使字第00607號
2514,'1101258828,110/10/21,金典大樓,中西區五妃街269號,1,10,2,(090)南工使字第00056號
2515,'1101260063,110/10/21,皇龍美墅,東區裕平路91號等29戶,29,5,0,(090)南工使字第00427號
2516,'1101221750,110/10/21,金生金室社區大樓,北區公園南路353號等,3,14,2,(096)南工使字第01670號
2517,'1101273717,110/10/21,摩根168大樓,東區中華東路二段171號等,2,14,4,(097)南工使字第00261號
2518,'1101253301,110/10/21,KADO公寓大廈,安平區文平路388號等,1,12,3,(105)南工使字第01016號
2519,'1101276091,110/10/22,國王的家,仁德區中清一街48號5樓之2,1,13,2,(082)南工局使字第02836號
2520,'1101287822,110/10/22,名揚四海社區,永康區永安路105巷46弄1~32號等,2,7,1,(083)南工使字第01811號共2筆使照
2521,'1101287879,110/10/22,傳家居社區管理負責人,永康區網寮里17鄰永興路411號2樓等,1,5,,(110)南工使字第01494號
2522,'1101271251,110/10/22,四季芳庭社區,安定區蘇厝里蘇厝293之85號,58,8,1,(096)南工使字第00842號
2523,'1101283290,110/10/22,大桔郡六期B棟,永康區八德街140巷2弄2號等,10,4,,(100)南工使字第03804號
2524,'1101287852,110/10/22,龍舜東方大樓,永康區網寮里永華路558號等,1,14,3,(106)南工使字第00472號
2525,'1101273068,110/10/22,太子Win2社區,善化區中正路585號等,3,14,3,(107)南工使字第03213號
2526,'1101283105,110/10/22,花見小路公寓大廈,新市區大營里大營291-29號等,24,4,,(108)南工使字第01343號
2527,'1101273964,110/10/22,薪厝3管理負責人,善化區胡家里胡厝寮18-2號等,12,4,,(108)南工使字第02599號
2528,'1101297683,110/10/25,13戀窩社區,安南區本原街二段532巷13弄1號等,11,3,0,(095)南工使字第00592號
2529,'1101289272,110/10/26,湖美風情三期,中西區西賢一街235巷80號,26,4,,(081)南工字第00686號
2530,'1101295638,110/10/26,喜園華城,新營區南紙街117巷40弄1號1樓,1,7,1,(083)南工使字第05621號
2531,'1101299167,110/10/26,台江悠A區,安南區四草里1鄰大眾二街75巷2號等,9,2,,(108)南工使字第00539號
2532,'1101299573,110/10/26,台江悠B區,安南區四草里1鄰大眾二街75巷12號等,9,2,,(108)南工使字第00540號
2533,'1101304692,110/10/26,大傳社區管理委員會,中西區府前路一段122巷18號等,1,10,1,(102)南工使字第04331號
2534,'1101291087,110/10/26,翡翠長盈2公寓大廈,麻豆區清水里5鄰總爺庄86-1號2F-1等,8,5,,(108)南工使字第00990號
2535,'1101264313,110/10/27,文化胡桃鉗大樓,東區崇善路835巷2號,1,9,3,(083)南工使字第03037號
2536,'1101307543,110/10/27,攬翠華廈,永康區國華街102巷80號,1,12,1,(083)南工使字第04363號
2537,'1101290952,110/10/27,億萬居大樓,安平區慶平路230號,1,12,2,(084)南工使字第00579號
